train_loss,step,epoch,val_loss
0.9326645135879517,9,0,
0.7966070175170898,19,0,
0.6715589761734009,29,0,
0.6190717220306396,39,0,
0.591239869594574,49,0,
0.572288990020752,59,0,
0.5482208728790283,69,0,
0.5279563665390015,79,0,
0.5264509320259094,89,0,
,97,0,0.5740942358970642
0.5173109769821167,99,1,
0.502601146697998,109,1,
0.5004862546920776,119,1,
0.5206080079078674,129,1,
0.49303609132766724,139,1,
0.5007298588752747,149,1,
0.500357985496521,159,1,
0.4984617233276367,169,1,
0.4912356734275818,179,1,
0.49640077352523804,189,1,
,195,1,0.5610666275024414
0.4833304286003113,199,2,
0.48515766859054565,209,2,
0.4941698908805847,219,2,
0.49064892530441284,229,2,
0.487303227186203,239,2,
0.4855162799358368,249,2,
0.48653584718704224,259,2,
0.47655051946640015,269,2,
0.4813794791698456,279,2,
0.4732668697834015,289,2,
,293,2,0.5593630075454712
0.47684773802757263,299,3,
0.47748348116874695,309,3,
0.4719374179840088,319,3,
0.4706783890724182,329,3,
0.47565755248069763,339,3,
0.466291606426239,349,3,
0.47416990995407104,359,3,
0.4734697937965393,369,3,
0.4711218774318695,379,3,
0.4707815647125244,389,3,
,391,3,0.5468157529830933
0.47242629528045654,399,4,
0.46681326627731323,409,4,
0.46182042360305786,419,4,
0.4584547281265259,429,4,
0.4697574973106384,439,4,
0.4617213308811188,449,4,
0.4734530448913574,459,4,
0.46667245030403137,469,4,
0.47030389308929443,479,4,
0.4559931755065918,489,4,
,489,4,0.5462478995323181
0.45773613452911377,499,5,
0.4599396884441376,509,5,
0.4627031087875366,519,5,
0.4575475752353668,529,5,
0.4619380235671997,539,5,
0.45161139965057373,549,5,
0.47000813484191895,559,5,
0.46522897481918335,569,5,
0.46376723051071167,579,5,
,587,5,0.5413074493408203
0.4581424593925476,589,6,
0.4614395499229431,599,6,
0.4681549072265625,609,6,
0.45686739683151245,619,6,
0.45960378646850586,629,6,
0.45713168382644653,639,6,
0.4613730013370514,649,6,
0.4601399898529053,659,6,
0.4566973149776459,669,6,
0.45996350049972534,679,6,
,685,6,0.5346730947494507
0.4495452046394348,689,7,
0.4573460817337036,699,7,
0.4541202783584595,709,7,
0.45188775658607483,719,7,
0.45738106966018677,729,7,
0.4587821364402771,739,7,
0.44936782121658325,749,7,
0.44176340103149414,759,7,
0.45998191833496094,769,7,
0.45172256231307983,779,7,
,783,7,0.5424365997314453
0.453921914100647,789,8,
0.4503869116306305,799,8,
0.45964503288269043,809,8,
0.4453750252723694,819,8,
0.45011818408966064,829,8,
0.4481273591518402,839,8,
0.44765713810920715,849,8,
0.4551208019256592,859,8,
0.44738784432411194,869,8,
0.4458984434604645,879,8,
,881,8,0.5361733436584473
0.4581305980682373,889,9,
0.4533396363258362,899,9,
0.447371244430542,909,9,
0.45988887548446655,919,9,
0.4478849172592163,929,9,
0.4531732499599457,939,9,
0.44843393564224243,949,9,
0.4568707346916199,959,9,
0.46492889523506165,969,9,
0.4355930685997009,979,9,
,979,9,0.5370842218399048
0.4564669728279114,989,10,
0.4562411606311798,999,10,
0.4534192681312561,1009,10,
0.4527835547924042,1019,10,
0.45242762565612793,1029,10,
0.45072007179260254,1039,10,
0.449745774269104,1049,10,
0.45787984132766724,1059,10,
0.44526946544647217,1069,10,
,1077,10,0.5399901270866394
0.44709140062332153,1079,11,
0.4389147162437439,1089,11,
0.4580014944076538,1099,11,
0.45495885610580444,1109,11,
0.4626814126968384,1119,11,
0.44840067625045776,1129,11,
0.4521870017051697,1139,11,
0.44889774918556213,1149,11,
0.44505763053894043,1159,11,
0.446689248085022,1169,11,
,1175,11,0.537869393825531
0.45130443572998047,1179,12,
0.44998809695243835,1189,12,
0.44050419330596924,1199,12,
0.4387538731098175,1209,12,
0.4598236083984375,1219,12,
0.4545326232910156,1229,12,
0.44649559259414673,1239,12,
0.44774502515792847,1249,12,
0.44893914461135864,1259,12,
0.44298213720321655,1269,12,
,1273,12,0.5318421125411987
0.454867959022522,1279,13,
0.4408392906188965,1289,13,
0.4526171088218689,1299,13,
0.4434904456138611,1309,13,
0.44315147399902344,1319,13,
0.44187551736831665,1329,13,
0.42842501401901245,1339,13,
0.44176337122917175,1349,13,
0.44684553146362305,1359,13,
0.45896226167678833,1369,13,
,1371,13,0.5443271398544312
0.4468962550163269,1379,14,
0.4493943452835083,1389,14,
0.4453366696834564,1399,14,
0.44665372371673584,1409,14,
0.44751185178756714,1419,14,
0.4371294379234314,1429,14,
0.444607675075531,1439,14,
0.43558263778686523,1449,14,
0.43686407804489136,1459,14,
0.4390254020690918,1469,14,
,1469,14,0.5372337698936462
0.4445022940635681,1479,15,
0.44291555881500244,1489,15,
0.4425613582134247,1499,15,
0.4439389109611511,1509,15,
0.44128167629241943,1519,15,
0.4413031041622162,1529,15,
0.4304641783237457,1539,15,
0.44259923696517944,1549,15,
0.44522160291671753,1559,15,
,1567,15,0.5322564840316772
0.4441882371902466,1569,16,
0.4412176012992859,1579,16,
0.44126373529434204,1589,16,
0.44176334142684937,1599,16,
0.4361109137535095,1609,16,
0.4420645236968994,1619,16,
0.4397869110107422,1629,16,
0.44454604387283325,1639,16,
0.4391357898712158,1649,16,
0.4312451481819153,1659,16,
,1665,16,0.540406346321106
0.44436872005462646,1669,17,
0.43985098600387573,1679,17,
0.43419361114501953,1689,17,
0.4379016160964966,1699,17,
0.4340013265609741,1709,17,
0.43687593936920166,1719,17,
0.43891632556915283,1729,17,
0.44009286165237427,1739,17,
0.4355446994304657,1749,17,
0.4341556429862976,1759,17,
,1763,17,0.5374606847763062
0.4349766969680786,1769,18,
0.4390779733657837,1779,18,
0.4413575530052185,1789,18,
0.44347643852233887,1799,18,
0.43509751558303833,1809,18,
0.43456214666366577,1819,18,
0.43289297819137573,1829,18,
0.44626694917678833,1839,18,
0.44360047578811646,1849,18,
0.4383138418197632,1859,18,
,1861,18,0.5386814475059509
0.43453654646873474,1869,19,
0.4346407949924469,1879,19,
0.4427449107170105,1889,19,
0.43280717730522156,1899,19,
0.4389878809452057,1909,19,
0.4266236126422882,1919,19,
0.42734888195991516,1929,19,
0.4373617470264435,1939,19,
0.4420613646507263,1949,19,
0.4323112964630127,1959,19,
,1959,19,0.5416117906570435
0.42528921365737915,1969,20,
0.4388108253479004,1979,20,
0.44013363122940063,1989,20,
0.4273868203163147,1999,20,
0.4369819760322571,2009,20,
0.44064509868621826,2019,20,
0.43509799242019653,2029,20,
0.4349212050437927,2039,20,
0.43968892097473145,2049,20,
,2057,20,0.525949239730835
0.4337274730205536,2059,21,
0.43127018213272095,2069,21,
0.4327430725097656,2079,21,
0.4388457238674164,2089,21,
0.4408388137817383,2099,21,
0.4291001558303833,2109,21,
0.43645310401916504,2119,21,
0.4285958409309387,2129,21,
0.4365012049674988,2139,21,
0.4329289197921753,2149,21,
,2155,21,0.5396303534507751
0.4387447237968445,2159,22,
0.4286806285381317,2169,22,
0.43220508098602295,2179,22,
0.4438003599643707,2189,22,
0.430106520652771,2199,22,
0.4389476180076599,2209,22,
0.44109323620796204,2219,22,
0.4310765266418457,2229,22,
0.43094465136528015,2239,22,
0.4309349060058594,2249,22,
,2253,22,0.5285202264785767
0.42995336651802063,2259,23,
0.43155017495155334,2269,23,
0.4224400520324707,2279,23,
0.4364687502384186,2289,23,
0.4358709454536438,2299,23,
0.42642807960510254,2309,23,
0.4304347634315491,2319,23,
0.4390942454338074,2329,23,
0.4402141869068146,2339,23,
0.43578433990478516,2349,23,
,2351,23,0.5320516228675842
0.434187650680542,2359,24,
0.43087220191955566,2369,24,
0.426349014043808,2379,24,
0.42689943313598633,2389,24,
0.428899884223938,2399,24,
0.4400944709777832,2409,24,
0.42856907844543457,2419,24,
0.42808812856674194,2429,24,
0.43008846044540405,2439,24,
0.4301406741142273,2449,24,
,2449,24,0.5244408845901489
0.4353392720222473,2459,25,
0.4360957145690918,2469,25,
0.4287499785423279,2479,25,
0.43030446767807007,2489,25,
0.43639057874679565,2499,25,
0.4330609440803528,2509,25,
0.4343860149383545,2519,25,
0.4256339371204376,2529,25,
0.4280184507369995,2539,25,
,2547,25,0.5344720482826233
0.4249298572540283,2549,26,
0.43094998598098755,2559,26,
0.4373374879360199,2569,26,
0.42836859822273254,2579,26,
0.4311264753341675,2589,26,
0.4267795979976654,2599,26,
0.42479366064071655,2609,26,
0.43182966113090515,2619,26,
0.43364471197128296,2629,26,
0.42581725120544434,2639,26,
,2645,26,0.528336763381958
0.4311683773994446,2649,27,
0.4278258681297302,2659,27,
0.4269845485687256,2669,27,
0.4322945475578308,2679,27,
0.41829150915145874,2689,27,
0.42599689960479736,2699,27,
0.4317997992038727,2709,27,
0.42681896686553955,2719,27,
0.43171703815460205,2729,27,
0.42149198055267334,2739,27,
,2743,27,0.5379064679145813
0.4333299696445465,2749,28,
0.42854270339012146,2759,28,
0.4367251396179199,2769,28,
0.434360146522522,2779,28,
0.42669177055358887,2789,28,
0.430631160736084,2799,28,
0.42652660608291626,2809,28,
0.4219856262207031,2819,28,
0.429176390171051,2829,28,
0.42522233724594116,2839,28,
,2841,28,0.5324461460113525
0.4242219924926758,2849,29,
0.4297102093696594,2859,29,
0.41931337118148804,2869,29,
0.4284289479255676,2879,29,
0.41997456550598145,2889,29,
0.4292536973953247,2899,29,
0.4278794825077057,2909,29,
0.429438054561615,2919,29,
0.4233684837818146,2929,29,
0.4261266589164734,2939,29,
,2939,29,0.5222751498222351
0.42314350605010986,2949,30,
0.4251896142959595,2959,30,
0.4231923520565033,2969,30,
0.43052420020103455,2979,30,
0.43145084381103516,2989,30,
0.4239543080329895,2999,30,
0.4349355101585388,3009,30,
0.42912065982818604,3019,30,
0.4251366853713989,3029,30,
,3037,30,0.5294679999351501
0.4232618510723114,3039,31,
0.42416292428970337,3049,31,
0.4275429844856262,3059,31,
0.4408843517303467,3069,31,
0.42492687702178955,3079,31,
0.42910176515579224,3089,31,
0.42701005935668945,3099,31,
0.41941314935684204,3109,31,
0.42626914381980896,3119,31,
0.42671579122543335,3129,31,
,3135,31,0.5287653207778931
0.42261356115341187,3139,32,
0.4158257246017456,3149,32,
0.4259820580482483,3159,32,
0.42364341020584106,3169,32,
0.42509204149246216,3179,32,
0.42745834589004517,3189,32,
0.4251888692378998,3199,32,
0.4342007637023926,3209,32,
0.43321603536605835,3219,32,
0.4200001060962677,3229,32,
,3233,32,0.5419108867645264
0.4239044487476349,3239,33,
0.42162588238716125,3249,33,
0.42892521619796753,3259,33,
0.4241079092025757,3269,33,
0.42991942167282104,3279,33,
0.4206836521625519,3289,33,
0.4195735454559326,3299,33,
0.43128788471221924,3309,33,
0.4311935305595398,3319,33,
0.43560999631881714,3329,33,
,3331,33,0.5420958399772644
0.429565966129303,3339,34,
0.4171409606933594,3349,34,
0.41938257217407227,3359,34,
0.42158108949661255,3369,34,
0.43172159790992737,3379,34,
0.42615148425102234,3389,34,
0.42731085419654846,3399,34,
0.4259096384048462,3409,34,
0.43539512157440186,3419,34,
0.4274587631225586,3429,34,
,3429,34,0.538666844367981
0.4260232150554657,3439,35,
0.42028260231018066,3449,35,
0.4232640266418457,3459,35,
0.42302101850509644,3469,35,
0.4252278804779053,3479,35,
0.4309917092323303,3489,35,
0.4193752408027649,3499,35,
0.4225260615348816,3509,35,
0.41724225878715515,3519,35,
,3527,35,0.5456494092941284
0.424205482006073,3529,36,
0.4280550479888916,3539,36,
0.42546895146369934,3549,36,
0.4210461974143982,3559,36,
0.41458892822265625,3569,36,
0.42663219571113586,3579,36,
0.4243658781051636,3589,36,
0.4286612272262573,3599,36,
0.4228741526603699,3609,36,
0.4317547082901001,3619,36,
,3625,36,0.5314537286758423
0.42827343940734863,3629,37,
0.4286205470561981,3639,37,
0.4207913875579834,3649,37,
0.42979657649993896,3659,37,
0.42962178587913513,3669,37,
0.42147403955459595,3679,37,
0.430281400680542,3689,37,
0.4232845902442932,3699,37,
0.422751784324646,3709,37,
0.432181715965271,3719,37,
,3723,37,0.5313191413879395
0.42873305082321167,3729,38,
0.4292204976081848,3739,38,
0.43056267499923706,3749,38,
0.42134368419647217,3759,38,
0.4123319387435913,3769,38,
0.42523252964019775,3779,38,
0.42442625761032104,3789,38,
0.42688435316085815,3799,38,
0.4200228750705719,3809,38,
0.41964852809906006,3819,38,
,3821,38,0.5333294868469238
0.4262399673461914,3829,39,
0.4279921054840088,3839,39,
0.4234481751918793,3849,39,
0.4152677059173584,3859,39,
0.4205979108810425,3869,39,
0.42210331559181213,3879,39,
0.42192548513412476,3889,39,
0.4207684397697449,3899,39,
0.4234972298145294,3909,39,
0.42054620385169983,3919,39,
,3919,39,0.5397964715957642
0.43354225158691406,3929,40,
0.4164571762084961,3939,40,
0.42332372069358826,3949,40,
0.4207615256309509,3959,40,
0.41624271869659424,3969,40,
0.42448997497558594,3979,40,
0.4240169823169708,3989,40,
0.4207821488380432,3999,40,
0.4119781255722046,4009,40,
,4017,40,0.5365233421325684
0.41504237055778503,4019,41,
0.4233468174934387,4029,41,
0.42819857597351074,4039,41,
0.4203323721885681,4049,41,
0.4205346703529358,4059,41,
0.42182403802871704,4069,41,
0.42697250843048096,4079,41,
0.4199512004852295,4089,41,
0.41130512952804565,4099,41,
0.42078161239624023,4109,41,
,4115,41,0.5251978635787964
0.4224838614463806,4119,42,
0.42058229446411133,4129,42,
0.422810435295105,4139,42,
0.4248815178871155,4149,42,
0.4293884038925171,4159,42,
0.42917248606681824,4169,42,
0.4226791262626648,4179,42,
0.4227801561355591,4189,42,
0.42274704575538635,4199,42,
0.4180026352405548,4209,42,
,4213,42,0.5350560545921326
0.40686023235321045,4219,43,
0.4276043176651001,4229,43,
0.4168128967285156,4239,43,
0.4231299161911011,4249,43,
0.42336326837539673,4259,43,
0.42353686690330505,4269,43,
0.41956424713134766,4279,43,
0.4271465241909027,4289,43,
0.4231162667274475,4299,43,
0.41483205556869507,4309,43,
,4311,43,0.5413544774055481
0.41713935136795044,4319,44,
0.4280007481575012,4329,44,
0.41723310947418213,4339,44,
0.41798388957977295,4349,44,
0.4201647639274597,4359,44,
0.42186594009399414,4369,44,
0.41157710552215576,4379,44,
0.4202778935432434,4389,44,
0.41666972637176514,4399,44,
0.41958093643188477,4409,44,
,4409,44,0.5348649024963379
0.41775649785995483,4419,45,
0.41938090324401855,4429,45,
0.4178048372268677,4439,45,
0.42385047674179077,4449,45,
0.4114909768104553,4459,45,
0.4160612225532532,4469,45,
0.42716777324676514,4479,45,
0.41904574632644653,4489,45,
0.41371357440948486,4499,45,
,4507,45,0.5292771458625793
0.4232768416404724,4509,46,
0.41660457849502563,4519,46,
0.41336560249328613,4529,46,
0.41971033811569214,4539,46,
0.41216841340065,4549,46,
0.42726343870162964,4559,46,
0.42358094453811646,4569,46,
0.4231048822402954,4579,46,
0.4163617789745331,4589,46,
0.4161421060562134,4599,46,
,4605,46,0.5353720784187317
0.41432756185531616,4609,47,
0.4274071156978607,4619,47,
0.42022958397865295,4629,47,
0.4224982261657715,4639,47,
0.4227375388145447,4649,47,
0.4176308512687683,4659,47,
0.42123520374298096,4669,47,
0.4179809093475342,4679,47,
0.4216880798339844,4689,47,
0.4088945686817169,4699,47,
,4703,47,0.5322293043136597
0.41529005765914917,4709,48,
0.42733144760131836,4719,48,
0.41776779294013977,4729,48,
0.41808944940567017,4739,48,
0.41516199707984924,4749,48,
0.41842037439346313,4759,48,
0.40849894285202026,4769,48,
0.4133557677268982,4779,48,
0.41135311126708984,4789,48,
0.4179175794124603,4799,48,
,4801,48,0.5432954430580139
0.4064478278160095,4809,49,
0.415630578994751,4819,49,
0.4100281596183777,4829,49,
0.4187502861022949,4839,49,
0.41649478673934937,4849,49,
0.41865217685699463,4859,49,
0.4164470434188843,4869,49,
0.41132164001464844,4879,49,
0.40994948148727417,4889,49,
0.4204520583152771,4899,49,
,4899,49,0.5346095561981201
0.41762202978134155,4909,50,
0.4097668528556824,4919,50,
0.4147721529006958,4929,50,
0.41799288988113403,4939,50,
0.4164872169494629,4949,50,
0.41851168870925903,4959,50,
0.40964871644973755,4969,50,
0.40659067034721375,4979,50,
0.4251387119293213,4989,50,
,4997,50,0.5341864228248596
0.41610249876976013,4999,51,
0.42539775371551514,5009,51,
0.41756734251976013,5019,51,
0.4186287820339203,5029,51,
0.4211404323577881,5039,51,
0.421563982963562,5049,51,
0.4170588254928589,5059,51,
0.4090332090854645,5069,51,
0.4115687608718872,5079,51,
0.4178652763366699,5089,51,
,5095,51,0.5315888524055481
0.4108710289001465,5099,52,
0.42345112562179565,5109,52,
0.4152921736240387,5119,52,
0.42047470808029175,5129,52,
0.4178239405155182,5139,52,
0.41596919298171997,5149,52,
0.41341227293014526,5159,52,
0.41111183166503906,5169,52,
0.41455477476119995,5179,52,
0.4129031300544739,5189,52,
,5193,52,0.5338311791419983
0.41085782647132874,5199,53,
0.41472989320755005,5209,53,
0.40972062945365906,5219,53,
0.40826404094696045,5229,53,
0.410993367433548,5239,53,
0.42038047313690186,5249,53,
0.41728830337524414,5259,53,
0.42048901319503784,5269,53,
0.4147515296936035,5279,53,
0.41406574845314026,5289,53,
,5291,53,0.5397968888282776
0.414972186088562,5299,54,
0.41499578952789307,5309,54,
0.41113710403442383,5319,54,
0.4161056876182556,5329,54,
0.4135034680366516,5339,54,
0.41650959849357605,5349,54,
0.41353535652160645,5359,54,
0.40776777267456055,5369,54,
0.4118884801864624,5379,54,
0.415696382522583,5389,54,
,5389,54,0.5375495553016663
0.4167032539844513,5399,55,
0.4149618148803711,5409,55,
0.4127846360206604,5419,55,
0.41197535395622253,5429,55,
0.41541701555252075,5439,55,
0.4133681654930115,5449,55,
0.412956178188324,5459,55,
0.41685807704925537,5469,55,
0.4068790674209595,5479,55,
,5487,55,0.5254620909690857
0.4139792323112488,5489,56,
0.41440775990486145,5499,56,
0.40850189328193665,5509,56,
0.41729941964149475,5519,56,
0.41540753841400146,5529,56,
0.40993714332580566,5539,56,
0.4101450443267822,5549,56,
0.4124350845813751,5559,56,
0.4150731563568115,5569,56,
0.4191339313983917,5579,56,
,5585,56,0.5317617058753967
0.4183690547943115,5589,57,
0.4172515273094177,5599,57,
0.41569042205810547,5609,57,
0.40919965505599976,5619,57,
0.41825586557388306,5629,57,
0.40882518887519836,5639,57,
0.4139426350593567,5649,57,
0.4147152900695801,5659,57,
0.41200968623161316,5669,57,
0.4134276509284973,5679,57,
,5683,57,0.5339985489845276
0.40671008825302124,5689,58,
0.4222925305366516,5699,58,
0.4118756055831909,5709,58,
0.4102936387062073,5719,58,
0.40869754552841187,5729,58,
0.4236716330051422,5739,58,
0.4146779179573059,5749,58,
0.4131264090538025,5759,58,
0.41371503472328186,5769,58,
0.4124606251716614,5779,58,
,5781,58,0.5361697673797607
0.4078790843486786,5789,59,
0.40506845712661743,5799,59,
0.40801316499710083,5809,59,
0.4086385667324066,5819,59,
0.4153417646884918,5829,59,
0.4118461608886719,5839,59,
0.41411375999450684,5849,59,
0.41394340991973877,5859,59,
0.40553897619247437,5869,59,
0.40870916843414307,5879,59,
,5879,59,0.5328467488288879
0.414096862077713,5889,60,
0.4140019416809082,5899,60,
0.4069021940231323,5909,60,
0.4075169563293457,5919,60,
0.4070470929145813,5929,60,
0.4180517792701721,5939,60,
0.4044445753097534,5949,60,
0.41472673416137695,5959,60,
0.41484951972961426,5969,60,
,5977,60,0.5321304798126221
0.4078294038772583,5979,61,
0.4058302044868469,5989,61,
0.40843772888183594,5999,61,
0.41221439838409424,6009,61,
0.4098380208015442,6019,61,
0.41299888491630554,6029,61,
0.4078828692436218,6039,61,
0.41477257013320923,6049,61,
0.4081231951713562,6059,61,
0.4086785316467285,6069,61,
,6075,61,0.5418387651443481
0.40531063079833984,6079,62,
0.4051658809185028,6089,62,
0.4091590642929077,6099,62,
0.4191136956214905,6109,62,
0.419039249420166,6119,62,
0.41197508573532104,6129,62,
0.41025862097740173,6139,62,
0.40537118911743164,6149,62,
0.41301214694976807,6159,62,
0.41120630502700806,6169,62,
,6173,62,0.5321775674819946
0.4113878011703491,6179,63,
0.41926127672195435,6189,63,
0.40734004974365234,6199,63,
0.41509807109832764,6209,63,
0.41105154156684875,6219,63,
0.40537118911743164,6229,63,
0.41504108905792236,6239,63,
0.4088708162307739,6249,63,
0.4093018174171448,6259,63,
0.40787118673324585,6269,63,
,6271,63,0.5387459993362427
0.41145458817481995,6279,64,
0.4095195233821869,6289,64,
0.407109797000885,6299,64,
0.4056476354598999,6309,64,
0.41000354290008545,6319,64,
0.41448140144348145,6329,64,
0.4023747444152832,6339,64,
0.41148674488067627,6349,64,
0.4168833792209625,6359,64,
0.4024384021759033,6369,64,
,6369,64,0.5316307544708252
0.411781370639801,6379,65,
0.4053208827972412,6389,65,
0.4021787643432617,6399,65,
0.4038246273994446,6409,65,
0.4058775305747986,6419,65,
0.4067370295524597,6429,65,
0.401301771402359,6439,65,
0.4161425828933716,6449,65,
0.40808427333831787,6459,65,
,6467,65,0.5325823426246643
0.4035918712615967,6469,66,
0.41614651679992676,6479,66,
0.4112716317176819,6489,66,
0.41513538360595703,6499,66,
0.41030430793762207,6509,66,
0.4052518606185913,6519,66,
0.4095061421394348,6529,66,
0.4041591286659241,6539,66,
0.40551769733428955,6549,66,
0.3951946794986725,6559,66,
,6565,66,0.529962420463562
0.4045160114765167,6569,67,
0.40868842601776123,6579,67,
0.4125530421733856,6589,67,
0.41108664870262146,6599,67,
0.4052111506462097,6609,67,
0.4015878438949585,6619,67,
0.40966343879699707,6629,67,
0.4032944440841675,6639,67,
0.415262371301651,6649,67,
0.41602686047554016,6659,67,
,6663,67,0.53487628698349
0.4099123477935791,6669,68,
0.41236841678619385,6679,68,
0.4160212278366089,6689,68,
0.4053671360015869,6699,68,
0.4059717655181885,6709,68,
0.4099704623222351,6719,68,
0.414093017578125,6729,68,
0.40988805890083313,6739,68,
0.4206772446632385,6749,68,
0.4116435647010803,6759,68,
,6761,68,0.5368483662605286
0.40061599016189575,6769,69,
0.40755772590637207,6779,69,
0.40381920337677,6789,69,
0.4081496000289917,6799,69,
0.3974173665046692,6809,69,
0.4071428179740906,6819,69,
0.4114820957183838,6829,69,
0.40277087688446045,6839,69,
0.40227365493774414,6849,69,
0.39961951971054077,6859,69,
,6859,69,0.5353308320045471
0.4033482074737549,6869,70,
0.4062691032886505,6879,70,
0.4122990667819977,6889,70,
0.40906721353530884,6899,70,
0.4009101986885071,6909,70,
0.40610823035240173,6919,70,
0.40224701166152954,6929,70,
0.40014559030532837,6939,70,
0.39616918563842773,6949,70,
,6957,70,0.531889796257019
0.40668272972106934,6959,71,
0.4020999073982239,6969,71,
0.41060787439346313,6979,71,
0.4087653160095215,6989,71,
0.41224205493927,6999,71,
0.4200032949447632,7009,71,
0.4095748960971832,7019,71,
0.414145290851593,7029,71,
0.4144924283027649,7039,71,
0.40509992837905884,7049,71,
,7055,71,0.5363053679466248
0.3971100449562073,7059,72,
0.40119749307632446,7069,72,
0.4098115861415863,7079,72,
0.4037438929080963,7089,72,
0.4025479555130005,7099,72,
0.41263991594314575,7109,72,
0.414310097694397,7119,72,
0.4075118899345398,7129,72,
0.4058219790458679,7139,72,
0.3991120755672455,7149,72,
,7153,72,0.5430856943130493
0.40286320447921753,7159,73,
0.4057978391647339,7169,73,
0.40880346298217773,7179,73,
0.4035753011703491,7189,73,
0.40449613332748413,7199,73,
0.4016590416431427,7209,73,
0.4029400944709778,7219,73,
0.4121719300746918,7229,73,
0.40485653281211853,7239,73,
0.4022533893585205,7249,73,
,7251,73,0.5288918018341064
0.40350574254989624,7259,74,
0.4166146218776703,7269,74,
0.3991960287094116,7279,74,
0.40259456634521484,7289,74,
0.4051646590232849,7299,74,
0.4082264304161072,7309,74,
0.40651795268058777,7319,74,
0.41134095191955566,7329,74,
0.40714627504348755,7339,74,
0.4148501455783844,7349,74,
,7349,74,0.5344318151473999
0.4054168462753296,7359,75,
0.409940242767334,7369,75,
0.4062972664833069,7379,75,
0.40446561574935913,7389,75,
0.4084334373474121,7399,75,
0.4009590744972229,7409,75,
0.4057652950286865,7419,75,
0.40025708079338074,7429,75,
0.40462198853492737,7439,75,
,7447,75,0.5293856859207153
0.40640997886657715,7449,76,
0.4042414724826813,7459,76,
0.41255295276641846,7469,76,
0.4072464108467102,7479,76,
0.407035768032074,7489,76,
0.39903414249420166,7499,76,
0.4071490168571472,7509,76,
0.4018382430076599,7519,76,
0.4024077355861664,7529,76,
0.4000510275363922,7539,76,
,7545,76,0.5296369194984436
0.401253342628479,7549,77,
0.3966789245605469,7559,77,
0.3971651792526245,7569,77,
0.39991793036460876,7579,77,
0.3972014784812927,7589,77,
0.41059863567352295,7599,77,
0.39956575632095337,7609,77,
0.4146660566329956,7619,77,
0.4061221480369568,7629,77,
0.4036160707473755,7639,77,
,7643,77,0.5396752953529358
0.4040977358818054,7649,78,
0.4051244258880615,7659,78,
0.4219444990158081,7669,78,
0.40865445137023926,7679,78,
0.4120327830314636,7689,78,
0.406150758266449,7699,78,
0.40594732761383057,7709,78,
0.39788618683815,7719,78,
0.40241739153862,7729,78,
0.3991110324859619,7739,78,
,7741,78,0.5352993607521057
0.3956630825996399,7749,79,
0.40767329931259155,7759,79,
0.40809565782546997,7769,79,
0.4025183916091919,7779,79,
0.40019115805625916,7789,79,
0.4069877564907074,7799,79,
0.40904101729393005,7809,79,
0.4029361605644226,7819,79,
0.4079251289367676,7829,79,
0.40511614084243774,7839,79,
,7839,79,0.5359310507774353
0.4094468951225281,7849,80,
0.401711642742157,7859,80,
0.41298431158065796,7869,80,
0.4126533269882202,7879,80,
0.4038069546222687,7889,80,
0.39721205830574036,7899,80,
0.39911776781082153,7909,80,
0.4021929204463959,7919,80,
0.402099609375,7929,80,
,7937,80,0.5221539735794067
0.39718663692474365,7939,81,
0.4041208028793335,7949,81,
0.3932395577430725,7959,81,
0.3955483138561249,7969,81,
0.40972885489463806,7979,81,
0.40338969230651855,7989,81,
0.39992591738700867,7999,81,
0.39607712626457214,8009,81,
0.4061006009578705,8019,81,
0.4030469059944153,8029,81,
,8035,81,0.5459353923797607
0.4049610197544098,8039,82,
0.40147149562835693,8049,82,
0.3976949453353882,8059,82,
0.40483343601226807,8069,82,
0.4013201594352722,8079,82,
